"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",2,0.788,0.577,0.312,0.9,0.677,1,"Cheumatopsyche","glm"
"2",4,0.612,0.224,0.269,0.286,0.938,1,"Cheumatopsyche","glm"
"3",5,0.543,0.085,0.129,0.1,0.985,1,"Cheumatopsyche","glm"
"4",6,0.892,0.771,0.529,1,0.771,0.251337584755714,"Cheumatopsyche","glm"
"5",7,0.936,0.886,0.721,1,0.886,0.284034781439986,"Cheumatopsyche","glm"
"6",8,0.637,0.275,0.349,0.308,0.967,1,"Cheumatopsyche","glm"
"7",9,0.555,0.111,0.165,0.125,0.986,1,"Cheumatopsyche","glm"
"8",11,0.955,0.851,0.577,1,0.851,0.2,"Cheumatopsyche","glm"
"9",12,0.955,0.846,0.595,1,0.846,0.2,"Cheumatopsyche","glm"
"10",13,0.971,0.908,0.754,1,0.908,0.4,"Cheumatopsyche","glm"
"11",14,0.957,0.765,0.688,0.857,0.908,0.2,"Cheumatopsyche","tree"
"12",15,0.981,0.897,0.691,1,0.897,0.333333333333333,"Cheumatopsyche","tree"
"13",16,0.981,0.871,0.803,0.929,0.943,0.4,"Cheumatopsyche","tree"
"14",17,0.96,0.857,0.667,1,0.857,0.2,"Cheumatopsyche","tree"
"15",18,0.976,0.852,0.67,1,0.852,0.2,"Cheumatopsyche","tree"
"16",19,0.958,0.841,0.523,1,0.841,0.2,"Cheumatopsyche","tree"
"17",20,0.973,0.928,0.672,1,0.928,0.4,"Cheumatopsyche","tree"
"18",21,0.988,0.946,0.806,1,0.946,0.165816285067873,"Cheumatopsyche","tree"
"19",22,0.971,0.823,0.704,0.9,0.923,0.194041435018652,"Cheumatopsyche","tree"
"20",23,0.986,0.877,0.69,1,0.877,0.189221707815202,"Cheumatopsyche","tree"
"21",24,0.937,0.765,0.688,0.857,0.908,0.282423706687231,"Cheumatopsyche","brt"
"22",25,0.953,0.765,0.455,1,0.765,0.148654846283251,"Cheumatopsyche","brt"
"23",26,0.943,0.771,0.529,1,0.771,0.17998278484377,"Cheumatopsyche","brt"
"24",27,0.941,0.771,0.529,1,0.771,0.158902251770022,"Cheumatopsyche","brt"
"25",28,0.971,0.907,0.907,0.923,0.984,0.258811274620706,"Cheumatopsyche","brt"
"26",29,0.966,0.899,0.648,1,0.899,0.148824714665704,"Cheumatopsyche","brt"
"27",30,0.986,0.971,0.843,1,0.971,0.177861575965678,"Cheumatopsyche","brt"
"28",31,0.845,0.676,0.332,1,0.676,0.178348109114286,"Cheumatopsyche","brt"
"29",32,0.865,0.723,0.41,1,0.723,0.194429378921773,"Cheumatopsyche","brt"
"30",33,0.676,0.523,0.255,1,0.523,0.161167805881822,"Cheumatopsyche","brt"
"31",34,0.79,0.554,0.306,1,0.554,0.191075075422692,"Cheumatopsyche","fda"
"32",35,0.862,0.721,0.398,1,0.721,0.177936457014482,"Cheumatopsyche","fda"
"33",36,0.817,0.614,0.384,0.929,0.686,0.214226405891325,"Cheumatopsyche","fda"
"34",37,0.831,0.671,0.405,1,0.671,0.197500387813068,"Cheumatopsyche","fda"
"35",38,0.832,0.574,0.321,1,0.574,0.139536894782142,"Cheumatopsyche","fda"
"36",39,0.9,0.701,0.436,0.875,0.826,0.213650026758674,"Cheumatopsyche","fda"
"37",40,0.86,0.739,0.312,1,0.739,0.100530637270609,"Cheumatopsyche","fda"
"38",41,0.811,0.616,0.33,0.9,0.716,0.21229150891304,"Cheumatopsyche","fda"
"39",42,0.898,0.831,0.567,1,0.831,0.232893392443657,"Cheumatopsyche","fda"
"40",43,0.797,0.538,0.267,1,0.538,0.219899773597717,"Cheumatopsyche","fda"
"41",44,0.842,0.551,0.536,0.643,0.908,0.281912177801132,"Cheumatopsyche","44"
"42",45,0.846,0.75,0.435,1,0.75,0.2019362449646,"Cheumatopsyche","45"
"43",46,0.836,0.671,0.452,0.929,0.743,0.266307026147842,"Cheumatopsyche","46"
"44",47,0.826,0.671,0.452,0.929,0.743,0.274121344089508,"Cheumatopsyche","47"
"45",48,0.835,0.541,0.293,1,0.541,0.212441325187683,"Cheumatopsyche","48"
"46",49,0.9,0.768,0.408,1,0.768,0.203519195318222,"Cheumatopsyche","49"
"47",50,0.783,0.667,0.242,1,0.667,0.128104537725449,"Cheumatopsyche","50"
