"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.817,0.634,0.541,0.75,0.884,1,"Polycentropus","glm"
"2",2,0.57,0.14,0.182,0.167,0.974,1,"Polycentropus","glm"
"3",3,0.486,-0.028,-0.041,0,0.972,1,"Polycentropus","glm"
"4",4,0.829,0.657,0.502,0.857,0.8,1,"Polycentropus","glm"
"5",5,0.584,0.168,0.242,0.182,0.986,1,"Polycentropus","glm"
"6",6,0.583,0.167,0.24,0.182,0.985,1,"Polycentropus","glm"
"7",7,0.686,0.371,0.43,0.417,0.955,1,"Polycentropus","glm"
"8",8,0.708,0.417,0.547,0.417,1,1,"Polycentropus","glm"
"9",9,0.833,0.667,0.406,1,0.667,1,"Polycentropus","glm"
"10",10,0.655,0.31,0.259,0.455,0.855,1,"Polycentropus","glm"
"11",11,0.996,0.957,0.867,1,0.957,0.4,"Polycentropus","tree"
"12",12,0.985,0.947,0.725,1,0.947,0.4,"Polycentropus","tree"
"13",13,0.981,0.93,0.673,1,0.93,0.333333333333333,"Polycentropus","tree"
"14",14,0.979,0.908,0.777,1,0.908,0.4,"Polycentropus","tree"
"15",15,0.946,0.803,0.522,1,0.803,0.166666666666667,"Polycentropus","tree"
"16",16,0.978,0.881,0.675,1,0.881,0.2,"Polycentropus","tree"
"17",17,0.973,0.848,0.633,1,0.848,0.2,"Polycentropus","tree"
"18",18,0.963,0.892,0.721,1,0.892,0.5,"Polycentropus","tree"
"19",19,0.968,0.825,0.618,1,0.825,0.2,"Polycentropus","tree"
"20",20,0.959,0.855,0.599,1,0.855,0.2,"Polycentropus","tree"
"21",21,0.981,0.873,0.817,0.917,0.957,0.199616964552928,"Polycentropus","brt"
"22",22,0.978,0.908,0.591,1,0.908,0.127348258634113,"Polycentropus","brt"
"23",23,0.939,0.817,0.41,1,0.817,0.0990640176490983,"Polycentropus","brt"
"24",24,0.933,0.786,0.858,0.786,1,0.329618664532059,"Polycentropus","brt"
"25",25,0.953,0.831,0.569,1,0.831,0.165977161295957,"Polycentropus","brt"
"26",26,0.985,0.881,0.675,1,0.881,0.192659808932569,"Polycentropus","brt"
"27",27,0.966,0.871,0.816,0.917,0.955,0.225811950651808,"Polycentropus","brt"
"28",28,0.94,0.754,0.488,1,0.754,0.200147021603342,"Polycentropus","brt"
"29",29,0.935,0.762,0.523,1,0.762,0.166651489155786,"Polycentropus","brt"
"30",30,0.958,0.895,0.682,1,0.895,0.157923476686373,"Polycentropus","brt"
"31",31,0.866,0.616,0.426,0.833,0.783,0.0767236152728147,"Polycentropus","fda"
"32",32,0.908,0.829,0.415,1,0.829,0.0423988932951817,"Polycentropus","fda"
"33",33,0.927,0.859,0.487,1,0.859,0.1600949064565,"Polycentropus","fda"
"34",34,0.884,0.723,0.481,1,0.723,0.184434113551949,"Polycentropus","fda"
"35",35,0.853,0.648,0.331,1,0.648,0.132189953380477,"Polycentropus","fda"
"36",36,0.82,0.642,0.336,1,0.642,0.0981902052536216,"Polycentropus","fda"
"37",37,0.865,0.667,0.381,1,0.667,0.123640111972016,"Polycentropus","fda"
"38",38,0.862,0.646,0.363,1,0.646,0.0783917892196727,"Polycentropus","fda"
"39",39,0.829,0.683,0.424,1,0.683,0.208855794025014,"Polycentropus","fda"
"40",40,0.844,0.605,0.279,1,0.605,0.0742085783075429,"Polycentropus","fda"
"41",41,0.874,0.63,0.446,0.833,0.797,0.16934272646904,"Polycentropus","rbf"
"42",42,0.877,0.741,0.508,0.833,0.908,0.139936059713364,"Polycentropus","rbf"
"43",43,0.937,0.901,0.588,1,0.901,0.15900707244873,"Polycentropus","rbf"
"44",44,0.916,0.769,0.542,1,0.769,0.266333192586899,"Polycentropus","rbf"
"45",45,0.909,0.746,0.441,1,0.746,0.201027408242226,"Polycentropus","rbf"
"46",46,0.796,0.507,0.225,1,0.507,0.13964469730854,"Polycentropus","rbf"
"47",47,0.847,0.652,0.365,1,0.652,0.206875458359718,"Polycentropus","rbf"
"48",48,0.792,0.538,0.267,1,0.538,0.189259484410286,"Polycentropus","rbf"
"49",49,0.723,0.542,0.319,0.923,0.619,0.23924395442009,"Polycentropus","rbf"
"50",50,0.852,0.646,0.372,0.909,0.737,0.152371019124985,"Polycentropus","rbf"
