"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.909,0.695,0.667,0.818,0.877,0.36717895578341,"Euparyphus","glm"
"2",2,0.777,0.435,0.377,0.935,0.5,0.252981701375611,"Euparyphus","glm"
"3",3,0.609,0.217,0.278,0.217,1,1,"Euparyphus","glm"
"4",4,0.942,0.755,0.798,0.773,0.982,0.479351525062371,"Euparyphus","glm"
"5",5,0.923,0.759,0.621,1,0.759,0.164759525083193,"Euparyphus","glm"
"6",6,0.82,0.494,0.416,0.966,0.528,0.306402670741189,"Euparyphus","glm"
"7",7,0.841,0.585,0.62,0.606,0.979,0.579525025313473,"Euparyphus","glm"
"8",8,0.733,0.357,0.276,0.964,0.393,0.226776649449814,"Euparyphus","glm"
"9",9,0.864,0.626,0.553,0.966,0.66,0.309814140561106,"Euparyphus","glm"
"10",10,0.842,0.563,0.449,0.842,0.721,0.261639097843481,"Euparyphus","glm"
"11",11,0.964,0.772,0.653,1,0.772,0.285714285714286,"Euparyphus","tree"
"12",12,0.953,0.73,0.703,0.903,0.827,0.4,"Euparyphus","tree"
"13",13,0.973,0.822,0.766,0.957,0.865,0.4,"Euparyphus","tree"
"14",14,0.929,0.718,0.672,0.864,0.855,0.4,"Euparyphus","tree"
"15",15,0.943,0.768,0.755,0.842,0.926,0.6,"Euparyphus","tree"
"16",16,0.955,0.787,0.787,0.862,0.925,0.6,"Euparyphus","tree"
"17",17,0.956,0.754,0.747,0.879,0.875,0.5,"Euparyphus","tree"
"18",18,0.96,0.804,0.769,0.929,0.875,0.333333333333333,"Euparyphus","tree"
"19",19,0.955,0.792,0.73,1,0.792,0.5,"Euparyphus","tree"
"20",20,0.983,0.918,0.842,1,0.918,0.6,"Euparyphus","tree"
"21",21,0.942,0.786,0.735,0.909,0.877,0.28975569984758,"Euparyphus","brt"
"22",22,0.937,0.8,0.816,0.839,0.962,0.415389639917684,"Euparyphus","brt"
"23",23,0.948,0.769,0.672,1,0.769,0.265333456480134,"Euparyphus","brt"
"24",24,0.967,0.882,0.847,0.955,0.927,0.307649773146631,"Euparyphus","brt"
"25",25,0.949,0.787,0.787,0.842,0.944,0.29650249299959,"Euparyphus","brt"
"26",26,0.96,0.824,0.837,0.862,0.962,0.437361114628606,"Euparyphus","brt"
"27",27,0.914,0.775,0.771,0.879,0.896,0.419196821768789,"Euparyphus","brt"
"28",28,0.969,0.821,0.793,0.929,0.893,0.354921037474819,"Euparyphus","brt"
"29",29,0.948,0.805,0.812,0.862,0.943,0.387059215776979,"Euparyphus","brt"
"30",30,0.96,0.849,0.778,0.947,0.902,0.253904256669339,"Euparyphus","brt"
"31",31,0.867,0.611,0.505,0.909,0.702,0.310653799612381,"Euparyphus","fda"
"32",32,0.781,0.472,0.478,0.645,0.827,0.407053570987525,"Euparyphus","fda"
"33",33,0.874,0.668,0.571,0.957,0.712,0.299730733321004,"Euparyphus","fda"
"34",34,0.84,0.618,0.564,0.818,0.8,0.292344384640478,"Euparyphus","fda"
"35",35,0.777,0.537,0.376,1,0.537,0.197500271364294,"Euparyphus","fda"
"36",36,0.812,0.494,0.416,0.966,0.528,0.242239481214342,"Euparyphus","fda"
"37",37,0.817,0.523,0.546,0.606,0.917,0.542963947090289,"Euparyphus","fda"
"38",38,0.76,0.411,0.346,0.857,0.554,0.250876973342288,"Euparyphus","fda"
"39",39,0.861,0.645,0.573,0.966,0.679,0.234677474608614,"Euparyphus","fda"
"40",40,0.814,0.563,0.449,0.842,0.721,0.162222259342897,"Euparyphus","fda"
"41",41,0.86,0.618,0.536,0.864,0.754,0.389345943927765,"Euparyphus","rbf"
"42",42,0.64,0.272,0.297,0.387,0.885,0.882139086723328,"Euparyphus","rbf"
"43",43,0.845,0.561,0.561,0.696,0.865,0.353398978710175,"Euparyphus","rbf"
"44",44,0.799,0.591,0.469,0.955,0.636,0.340067118406296,"Euparyphus","rbf"
"45",45,0.738,0.469,0.345,0.895,0.574,0.288389354944229,"Euparyphus","rbf"
"46",46,0.759,0.415,0.334,1,0.415,0.222028911113739,"Euparyphus","rbf"
"47",47,0.81,0.473,0.446,0.848,0.625,0.3331598341465,"Euparyphus","rbf"
"48",48,0.663,0.286,0.234,0.821,0.464,0.339832156896591,"Euparyphus","rbf"
"49",49,0.821,0.576,0.519,0.897,0.679,0.336967200040817,"Euparyphus","rbf"
"50",50,0.753,0.511,0.413,0.789,0.721,0.246391922235489,"Euparyphus","rbf"
