"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.618,0.236,0.309,0.25,0.986,1,"Parapsyche","glm"
"2",4,0.875,0.75,0.844,0.75,1,1,"Parapsyche","glm"
"3",5,0.583,0.167,0.271,0.167,1,1,"Parapsyche","glm"
"4",6,0.591,0.181,0.225,0.222,0.959,1,"Parapsyche","glm"
"5",7,0.667,0.333,0.491,0.333,1,1,"Parapsyche","glm"
"6",10,0.75,0.5,0.661,0.5,1,1,"Parapsyche","glm"
"7",11,0.976,0.917,0.537,1,0.917,0.2,"Parapsyche","glm"
"8",12,0.935,0.844,0.215,1,0.844,0.111111111111111,"Parapsyche","glm"
"9",13,0.97,0.907,0.652,1,0.907,0.4,"Parapsyche","glm"
"10",14,0.931,0.861,0.554,1,0.861,0.444444444444444,"Parapsyche","glm"
"11",15,0.949,0.837,0.418,1,0.838,0.166666666666667,"Parapsyche","tree"
"12",16,0.953,0.849,0.553,1,0.849,0.2,"Parapsyche","tree"
"13",17,0.951,0.861,0.311,1,0.861,0.125,"Parapsyche","tree"
"14",18,0.98,0.96,0.555,1,0.96,0.4,"Parapsyche","tree"
"15",19,0.956,0.893,0.392,1,0.893,0.2,"Parapsyche","tree"
"16",20,0.98,0.959,0.555,1,0.959,0.4,"Parapsyche","tree"
"17",21,0.983,0.972,0.787,1,0.972,0.0951676968347305,"Parapsyche","tree"
"18",22,1,1,1,1,1,0.0780344456075049,"Parapsyche","tree"
"19",23,0.96,0.835,0.751,0.875,0.96,0.147663325051792,"Parapsyche","tree"
"20",24,0.979,0.958,0.821,1,0.958,0.186197781834565,"Parapsyche","tree"
"21",25,0.969,0.833,0.903,0.833,1,0.142785144093658,"Parapsyche","brt"
"22",26,0.998,0.986,0.94,1,0.986,0.169802956529492,"Parapsyche","brt"
"23",27,0.996,0.987,0.851,1,0.987,0.073847336584008,"Parapsyche","brt"
"24",28,1,1,1,1,1,0.146797837937836,"Parapsyche","brt"
"25",29,0.991,0.987,0.851,1,0.987,0.0764574897399198,"Parapsyche","brt"
"26",30,1,1,1,1,1,0.0743438261296599,"Parapsyche","brt"
"27",31,0.885,0.806,0.304,1,0.806,0.0407904205013635,"Parapsyche","brt"
"28",32,0.955,0.935,0.422,1,0.935,0.0483117163918234,"Parapsyche","brt"
"29",33,0.757,0.48,0.151,1,0.48,0.098508320050911,"Parapsyche","brt"
"30",34,0.941,0.764,0.393,1,0.764,0.00579341651910352,"Parapsyche","brt"
"31",35,0.838,0.637,0.197,1,0.637,0.0693737022973649,"Parapsyche","fda"
"32",36,0.808,0.6,0.39,0.778,0.822,0.0828128059316889,"Parapsyche","fda"
"33",37,0.848,0.722,0.159,1,0.722,0.0125235788570079,"Parapsyche","fda"
"34",38,0.92,0.92,0.374,1,0.92,0.0528592277127601,"Parapsyche","fda"
"35",39,0.72,0.667,0.133,1,0.667,0.0536988907453658,"Parapsyche","fda"
"36",40,0.939,0.878,0.275,1,0.878,7.7149129935846e-05,"Parapsyche","fda"
"37",41,0.931,0.889,0.457,1,0.889,0.116564780473709,"Parapsyche","fda"
"38",42,0.961,0.948,0.48,1,0.948,0.111031234264374,"Parapsyche","fda"
"39",43,0.812,0.693,0.304,1,0.693,0.15608748793602,"Parapsyche","fda"
"40",44,0.951,0.819,0.476,1,0.819,0.13189809024334,"Parapsyche","fda"
"41",45,0.858,0.65,0.206,1,0.65,0.138688072562218,"Parapsyche","45"
"42",46,0.855,0.63,0.272,1,0.63,0.122217625379562,"Parapsyche","46"
"43",47,0.878,0.722,0.159,1,0.722,0.100430451333523,"Parapsyche","47"
"44",48,0.867,0.867,0.252,1,0.867,0.102541208267212,"Parapsyche","48"
"45",49,0.907,0.84,0.288,1,0.84,0.10439732670784,"Parapsyche","49"
"46",50,0.98,0.959,0.555,1,0.959,0.146105289459229,"Parapsyche","50"
